1205,10667,255708
1206,10333,244708
1207,10333,247292
1208,10458,245208
1209,10125,239583
1210,10167,237125
1211,10166,1308667
1212,10959,220792
1213,2542,219958
1214,958,209042
1215,1083,223125
1216,959,222917
1217,917,221625
1218,917,210250
1219,916,212209
1220,917,220583
1221,1041,219917
1222,1000,225208
1223,958,240875
1224,916,242250
1225,833,214958
1226,834,215042
1227,875,215666
1228,875,214750
1229,875,215000
1230,958,229833
1231,916,225333
1232,875,217917
1233,875,215958
1234,875,217875
1235,917,217375
1236,917,215875
1237,875,218000
1238,875,216584
1239,875,217167
1240,875,217833
1241,958,218708
1242,875,229709
1243,917,222959
1244,875,220708
1245,875,228625
1246,959,224583
1247,875,224583
1248,958,235958
1249,917,236666
1250,958,236750
1251,958,229375
1252,917,242209
1253,1125,234000
1254,1000,240000
1255,1208,235042
1256,1000,237084
1257,1042,237958
1258,1041,239833
1259,959,239500
1260,959,240500
1261,1000,244792
1262,1000,244125
1263,958,240792
1264,959,241458
1265,1000,241417
1266,1000,242750
1267,958,241541
1268,1417,241459
1269,1000,239000
1270,1000,232625
1271,1000,243167
1272,1000,257500
1273,959,238375
1274,959,263209
1275,958,263375
1276,958,265541
1277,916,303458
1278,917,264166
1279,958,268084
1280,959,265875
1281,1041,254542
1282,917,240083
1283,958,241834
1284,958,249292
1285,917,263834
1286,958,262959
1287,959,247416
1288,1000,249334
1289,959,256959
1290,1041,245125
1291,916,239333
1292,917,235458
1293,958,237583
1294,917,236375
1295,917,238917
1296,917,238625
1297,1167,245625
1298,958,241000
1299,916,261792
1300,958,272000
1301,958,247084
1302,916,238500
1303,916,238583
1304,917,240625
1305,958,240792
1306,958,255667
1307,1000,252083
1308,958,242959
1309,916,243667
1310,917,241417
1311,917,243583
1312,958,243834
1313,917,263584
1314,958,266333
1315,958,255000
1316,959,243791
1317,917,245000
1318,959,244375
1319,958,244583
1320,958,254458
1321,1375,252167
1322,1042,279375
1323,1000,273250
1324,1000,285250
1325,1000,259500
1326,1000,249208
1327,958,258584
1328,1000,251791
1329,958,249250
1330,959,258375
1331,917,281458
1332,958,297959
1333,1042,303625
1334,1041,285459
1335,917,263417
1336,1000,311458
1337,1000,299625
1338,1000,343709
1339,958,290375
1340,958,290375
1341,959,281417
1342,958,285000
1343,1041,301250
1344,1042,311167
1345,1000,302416
1346,1000,298250
1347,1000,319000
1348,1041,302000
1349,958,285708
1350,958,284625
1351,958,302167
1352,1000,296500
1353,958,337458
1354,1291,308167
1355,1208,362333
1356,1083,303958
1357,1042,307291
1358,1042,323291
1359,1042,308958
1360,1083,332000
1361,1041,309375
1362,1041,309750
1363,1041,312875
1364,1000,298583
1365,959,295334
1366,1000,296792
1367,1000,296833
1368,1083,305625
1369,958,298625
1370,958,306166
1371,958,303583
1372,1000,300417
1373,959,307542
1374,1042,298417
1375,958,300541
1376,1000,309334
1377,1000,325291
1378,1083,306959
1379,1000,305042
1380,959,298542
1381,958,307250
1382,1042,316750
1383,1042,323209
1384,1167,337666
1385,1166,321042
1386,1084,335375
1387,1000,322292
1388,1000,361625
1389,1708,331583
1390,1125,333792
1391,1083,336792
1392,1167,335792
1393,1166,342458
1394,1041,344667
1395,1042,347500
1396,1083,324416
1397,1083,325000
1398,1041,325542
1399,1042,328333
1400,1084,333708
1401,1084,325791
1402,1083,336875
1403,1084,342250
1404,1041,328833
1405,1042,326333
1406,1084,331208
1407,1083,329042
1408,1084,332750
1409,1084,327916
1410,1041,335333
1411,1041,347583
1412,1000,332958
1413,1041,330542
1414,1083,341417
1415,1042,339708
1416,1083,334084
1417,1084,353416
1418,1333,354375
1419,1083,379375
1420,1125,335291
1421,1125,335208
1422,1125,334833
1423,1041,333792
1424,1125,334709
1425,1083,341541
1426,1083,352208
1427,1083,338166
1428,1042,338750
1429,1083,340542
1430,1042,339959
1431,1125,340459
1432,1083,345292
1433,1083,353583
1434,1125,361833
1435,1083,343334
1436,1084,346625
1437,1042,342750
1438,1083,343167
1439,1083,345500
1440,1083,340916
1441,1084,367959
1442,1083,347208
1443,1208,344791
1444,1125,347667
1445,1084,346416
1446,1083,347333
1447,1083,347333
1448,1125,381708
1449,1084,358375
1450,1125,427167
1451,1250,360042
1452,1125,358792
1453,1125,358625
1454,1125,361625
1455,1083,360042
1456,1167,362167
1457,1084,388875
1458,1084,365458
1459,1083,363209
1460,1125,366625
1461,1083,385709
1462,1250,365375
1463,1125,373209
1464,1083,362833
1465,1125,354459
1466,1083,375875
1467,1041,366833
1468,1416,341625
1469,1083,380666
1470,1084,348625
1471,1083,344167
1472,1041,345042
1473,1083,348042
1474,1083,352167
1475,1083,347958
1476,1125,387250
1477,1166,372750
1478,1167,362416
1479,1125,373375
1480,1125,379750
1481,1125,408875
1482,1208,374208
1483,1125,374791
1484,1125,382667
1485,1125,376375
1486,1125,377750
1487,1084,501000
1488,1250,389209
1489,1208,383292
1490,1167,384666
1491,1125,382959
1492,1125,397708
1493,1167,383541
1494,1125,422875
1495,1292,408708
1496,2375,402916
1497,1208,389167
1498,1167,407708
1499,1125,421583
1500,1250,403542
1501,1125,393750
1502,1250,432875
1503,1208,396625
1504,1125,404500
1505,1125,388000
1506,1208,386292
1507,1125,389458
1508,1167,393250
1509,1125,408458
1510,1208,430083
1511,1208,403333
1512,1375,413250
1513,1250,399334
1514,1125,391500
1515,1167,389542
1516,1167,410166
1517,1166,394875
1518,1208,395625
1519,1167,398125
1520,1334,386667
1521,1125,377667
1522,1125,376333
1523,1084,400167
1524,1167,382292
1525,1167,383583
1526,4291,410375
1527,1250,387750
1528,1209,385833
1529,1166,386583
1530,1166,384625
1531,1208,410250
1532,1167,385750
1533,1167,409125
1534,1167,388167
1535,1167,386125
1536,1167,395959
1537,1125,392792
1538,1167,405708
1539,1166,400958
1540,1167,394416
1541,1167,393375
1542,1166,390458
1543,1125,390917
1544,1167,410417
1545,1166,390375
1546,1125,405834
1547,1292,394083
1548,1167,392084
1549,1167,395708
1550,1166,401000
1551,1125,413250
1552,1167,403916
1553,1166,400625
1554,1125,402750
1555,1208,397833
1556,1166,397833
1557,1167,415750
1558,1209,397916
1559,1167,421125
1560,1167,410250
1561,1500,398542
1562,1250,398875
1563,1208,400875
1564,1208,432291
1565,1166,408750
1566,1167,418958
1567,1209,404208
1568,1208,404500
1569,1166,414417
1570,1208,423083
1571,1209,406292
1572,1208,427458
1573,1208,413542
1574,1208,405958
1575,1167,407084
1576,1167,423125
1577,1209,409833
1578,1208,413500
1579,1209,408500
1580,1167,412958
1581,1167,409458
1582,1208,411250
1583,1167,432209
1584,1208,435208
1585,1250,422625
1586,1208,419167
1587,1208,421708
1588,1167,419416
1589,1167,433709
1590,1208,421000
1591,1167,428542
1592,1166,421625
1593,1250,422083
1594,1250,419375
1595,1167,429417
1596,1125,417333
1597,1166,432834
1598,1167,419875
1599,1167,427708
1600,1125,416792
1601,1125,435750
1602,1583,418792
1603,1209,685875
1604,1416,503916
1605,1375,730709
1606,1459,439500
1607,1250,436542
1608,1334,434583
1609,1250,499250
1610,1208,443958
1611,1208,438042
1612,1208,498292
1613,1208,451542
1614,1292,524459
1615,1333,452083
1616,1250,445542
1617,1500,436250
1618,1334,485958
1619,1333,434291
1620,1208,435750
1621,1208,452666
1622,1208,426000
1623,1250,435750
1624,1208,437334
1625,1209,436250
1626,1167,437917
1627,1250,455209
1628,1250,440917
1629,1209,439167
1630,1250,459750
1631,1250,443417
1632,1208,443750
1633,1209,451584
1634,1250,438583
1635,1250,440833
1636,1209,455584
1637,1208,438833
1638,1250,440083
1639,1292,460250
1640,1333,442375
1641,1250,459458
1642,1292,443417
1643,1208,443250
1644,1250,445584
1645,1208,455833
1646,1292,443833
1647,1208,461666
1648,1250,442084
1649,1250,446542
1650,1250,445458
1651,1250,453875
1652,1250,448500
1653,1292,464166
1654,1250,448333
1655,1250,447792
1656,1250,460625
1657,1250,455834
1658,1250,462750
1659,1291,452667
1660,1250,455125
1661,1250,452417
1662,1250,462833
1663,1250,460125
1664,1333,470917
1665,1250,457625
1666,1250,459166
1667,1250,459834
1668,1250,468458
1669,1250,462875
1670,1250,476875
1671,1250,462167
1672,1291,461500
1673,1250,470125
1674,1250,472042
1675,1250,476625
1676,1250,465375
1677,1250,463667
1678,1292,465500
1679,1250,481917
1680,1291,476750
1681,1292,486333
1682,1250,470542
1683,1250,471958
1684,1250,467375
1685,1292,470792
1686,1250,477292
1687,1291,467334
1688,1250,469291
1689,1250,467792
1690,1250,475417
1691,1250,483417
1692,1292,472375
1693,1291,470042
1694,1292,471458
1695,1292,471583
1696,1291,481959
1697,1250,485416
1698,1292,473083
1699,1291,476167
1700,1250,474459
1701,1291,483459
1702,1209,508167
1703,1333,485250
1704,1292,484375
1705,1333,488500
1706,1292,480000
1707,1209,1127125
1708,3917,1209166
1709,1625,547750
1710,1292,493959
1711,1334,489000
1712,1250,508208
1713,1458,498625
1714,1292,516000
1715,1333,491875
1716,1334,487333
1717,1292,495125
1718,1292,487541
1719,1292,504208
1720,1250,487708
1721,1292,486834
1722,1292,488250
1723,1292,505500
1724,1333,511459
1725,1292,494167
1726,1333,496458
1727,1334,495333
1728,1291,504750
1729,1250,496500
1730,1250,504000
1731,1250,495416
1732,1333,505125
1733,1291,509583
1734,1333,507084
1735,1291,519167
1736,1375,506584
1737,1291,504583
1738,1334,505083
1739,1292,521750
1740,1292,515916
1741,1375,500291
1742,1334,501625
1743,1291,505250
1744,1333,2276666
1745,1667,495000
1746,1333,486708
1747,1417,481542
1748,1333,484292
1749,1333,484209
1750,1458,465166
1751,1292,469334
1752,1333,464459
1753,1292,499584
1754,1333,514750
1755,1500,501500
1756,1375,501417
1757,1334,470417
1758,1417,476583
1759,1500,506583
1760,1291,507916
1761,1333,510750
1762,1292,510250
1763,1292,491000
1764,1333,502166
1765,1250,499583
1766,1292,490625
1767,1292,508750
1768,1333,498708
1769,1291,467292
1770,1292,461000
1771,1333,503833
1772,1250,500584
1773,1333,499625
1774,1292,507208
1775,1292,495000
1776,1334,501084
1777,1292,519792
1778,1500,526209
1779,1334,517041
1780,1334,506042
1781,1334,473375
1782,1250,465417
1783,1416,494375
1784,1291,503709
1785,1334,506417
1786,1250,491292
1787,1333,506500
1788,1333,501625
1789,1291,486250
1790,1459,497667
1791,1375,530083
1792,1416,533792
1793,1375,528750
1794,1333,566500
1795,2000,524792
1796,1375,516708
1797,1375,475542
1798,1375,526500
1799,1417,526084
1800,1333,532000
1801,1541,516375
1802,1375,477042
1803,1333,529500
1804,1875,516125
1805,1375,525166
1806,1375,494833
1807,1292,468666
1808,1375,484291
1809,1250,478250
1810,1333,569750
1811,1292,534750
1812,1292,528500
1813,1375,551750
1814,1834,541875
1815,1500,538708
1816,1375,532541
1817,1416,540917
1818,1375,534416
1819,1458,540833
1820,1375,533833
1821,1333,539459
1822,1375,532667
1823,1333,544750
1824,1417,534875
1825,1667,525916
1826,1542,545459
1827,1250,528833
1828,1375,533875
1829,1375,538083
1830,1375,533541
1831,1292,561459
1832,1958,568458
1833,1667,569125
1834,1458,847125
1835,3916,746709
1836,1792,552792
1837,1625,560208
1838,1458,562000
1839,1375,585291
1840,1875,565166
1841,1375,554625
1842,1458,556917
1843,1333,547833
1844,1333,544167
1845,1417,554875
1846,1375,563875
1847,1417,555333
1848,1333,568667
1849,1959,552709
1850,1500,546916
1851,1334,546167
1852,1333,565833
1853,1375,571792
1854,1875,605833
1855,1500,576834
1856,1875,544917
1857,1334,531000
1858,1292,545750
1859,1500,569083
1860,1416,574208
1861,1417,563000
1862,1375,557500
1863,1417,559542
1864,1584,558584
1865,1375,592084
1866,1875,539875
1867,1375,581708
1868,16041,648792
1869,1708,574125
1870,1417,580084
1871,1417,565500
1872,1500,566250
1873,1459,591583
1874,2000,583459
1875,1459,576375
1876,1417,572417
1877,1542,583791
1878,1417,578083
1879,1500,586833
1880,1375,607333
1881,1500,592292
1882,1417,620334
1883,1958,582667
1884,1417,573291
1885,1417,572208
1886,1500,574291
1887,1417,609291
1888,1625,651459
1889,1792,600625
1890,1667,635333
1891,1792,592333
1892,1417,601917
1893,1541,579917
1894,1583,629167
1895,1708,651833
1896,1500,613958
1897,1458,605958
1898,1500,588583
1899,1375,587792
1900,1458,680334
1901,1542,622917
1902,1459,601375
1903,1542,598209
1904,1417,598959
1905,1500,580500
1906,1375,603916
1907,1792,608750
1908,1459,713833
1909,1542,585459
1910,1375,610917
1911,2000,603167
1912,1458,594750
1913,1500,729875
1914,1750,633875
1915,2000,610959
1916,1625,595167
1917,1417,584125
1918,1417,576666
1919,1375,587750
1920,1542,604875
1921,1458,651500
1922,1875,608792
1923,1459,595292
1924,1584,603292
1925,1417,598291
1926,1417,611125
1927,1458,619833
1928,1542,612292
1929,1416,607958
1930,1500,605541
1931,1417,604541
1932,1417,597125
1933,1542,616750
1934,1458,616583
1935,1417,614708
1936,1458,607708
1937,1625,593084
1938,1375,575083
1939,1333,612500
1940,1791,649291
1941,1584,615375
1942,1500,615292
1943,1458,612250
1944,1417,583167
1945,1375,576041
1946,1417,622750
1947,1417,705625
1948,1917,630166
1949,1458,596792
1950,1375,592084
1951,1416,594417
1952,1375,598250
1953,1416,644209
1954,1500,607542
1955,1417,654584
1956,1459,628583
1957,1458,619708
1958,1542,608541
1959,1458,610750
1960,1459,678000
1961,1875,636708
1962,1542,637208
1963,1500,633500
1964,1500,633083
1965,1459,696792
1966,1750,665083
1967,1667,880584
1968,1667,638750
1969,1542,665584
1970,1625,650875
1971,1542,661542
1972,1959,657208
1973,1542,649417
1974,1500,636125
1975,1500,631959
1976,1459,624833
1977,1417,631959
1978,1541,649542
1979,1500,654292
1980,1500,643208
1981,1500,642875
1982,1500,638834
1983,1667,638125
1984,1459,643792
1985,1458,654833
1986,1541,684500
1987,2084,656292
1988,1500,651625
1989,1625,657250
1990,1916,669125
1991,1625,654208
1992,1542,668750
1993,1500,658708
1994,1500,661708
1995,1500,644750
1996,1500,664708
1997,1500,648500
1998,1584,658750
1999,1791,643584
2000,1500,648292
